id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,2911.07,10207331283,13,10207331283,50923427,2970.55,2880.81,-37.56108459236975,-1.27385,-122359720.52255821,-1.18454,3508460.4920053,3508460.4920053,,7256.02,-59.88066,2022-05-13T15:09:54.509Z,558.54,421.19224,2022-05-13T01:36:45.053Z,,2024-09-01T18:04:23.370Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,58098.0,8884617367,14,8884617367,118373013,59250.0,57625.0,-815.5262217554045,-1.38427,-144412509.02566338,-1.59942,153304.87275447,153304.87275447,153304.87275447,73505.0,-21.03559,2024-03-14T07:10:23.403Z,3139.17,1748.99581,2019-04-02T00:00:00.000Z,,2024-09-01T18:04:23.080Z
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,21.95,8871290466,15,9747676284,209218659,22.85,21.81,-0.6358826736117678,-2.81489,-287548431.0961323,-3.13957,404934119.038458,444937151.354856,720000000.0,144.96,-84.87228,2021-11-21T14:18:56.538Z,2.8,682.89291,2020-12-31T13:15:21.540Z,,2024-09-01T18:04:24.280Z
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.343e-05,7895504792,16,13398758763,186242699,1.385e-05,1.335e-05,-3.76865762106e-07,-2.72977,-238529304.2406597,-2.93248,589260956210494.6,999982345474169.0,,8.616e-05,-84.43323,2021-10-28T03:54:55.568Z,5.6366e-11,23794476.55558,2020-11-28T11:26:25.838Z,,2024-09-01T18:04:31.223Z
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2474.54,7222771839,17,7225580089,419304363,2524.14,2448.35,-31.476813848476468,-1.25605,-77692878.60513401,-1.06422,2921431.7421167,2922567.60934718,,4799.89,-48.54674,2021-11-09T00:00:00.000Z,82.1,2908.03738,2018-12-15T00:00:00.000Z,,2024-09-01T18:04:24.974Z
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,10.62,6439847350,18,10590112898,218051946,11.09,10.54,-0.38307239517307856,-3.4815,-240460602.29277802,-3.59954,608099971.3083414,1000000000.0,1000000000.0,52.7,-79.90706,2021-05-10T00:13:57.214Z,0.148183,7045.41082,2017-11-29T00:00:00.000Z,,2024-09-01T18:04:27.964Z
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,318.27,6274091534,19,6669529141,107549308,323.94,316.16,-3.952582481037325,-1.22666,-75932447.81053352,-1.19578,19754906.1466508,21000000.0,21000000.0,3785.82,-91.61066,2017-12-20T00:00:00.000Z,76.93,312.82378,2018-12-16T00:00:00.000Z,,2024-09-01T18:04:26.446Z
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,4.14,5806811962,20,6140793872,107413097,4.26,4.11,-0.11100959486125639,-2.61423,-161784724.443182,-2.7106,1407384498.06848,1488330973.81871,,54.98,-92.48665,2021-11-04T14:10:09.301Z,2.7,53.141,2020-08-20T05:48:11.359Z,,2024-09-01T18:04:30.255Z
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,1.0,5340799400,21,5340799400,70702007,1.004,0.997016,0.00099555,0.09964,-6359311.300180435,-0.11893,5344643619.78945,5344643619.78945,,1.22,-17.95734,2020-03-13T03:02:50.373Z,0.88196,13.38872,2023-03-11T07:50:50.514Z,,2024-09-01T18:04:26.920Z
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,5.73,5313811571,22,5656240971,523797,5.87,5.72,-0.045506237673789585,-0.78838,-83815756.57869339,-1.55283,925593004.9,985239504.0,,8.14,-29.26534,2022-02-08T17:40:10.285Z,0.799859,619.44006,2019-12-24T15:14:35.376Z,,2024-09-01T18:04:28.797Z
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,64.52,4830708355,23,5415706473,231487031,65.4,63.89,-0.6990523700321205,-1.07182,-55845923.81891441,-1.14285,74926420.7334713,84000000.0,84000000.0,410.26,-84.30047,2021-05-10T03:13:07.904Z,1.15,5506.41365,2015-01-14T00:00:00.000Z,,2024-09-01T18:04:29.464Z
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,3.94,4352933145,24,4651985513,125772895,4.07,3.91,-0.06189969401063378,-1.54505,-79758506.61763287,-1.79932,1107181322.94878,1183246170.6779,,20.44,-80.72729,2022-01-16T22:09:45.873Z,0.526762,647.77164,2020-11-04T16:09:15.137Z,,2024-09-01T18:04:29.771Z
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.69,4283532787,25,5682836579,101442569,6.07,5.67,-0.28187762230803326,-4.7164,-222283971.1563635,-4.93327,753766667.0,1000000000.0,1000000000.0,44.92,-87.33471,2021-05-03T05:25:04.822Z,1.03,452.23881,2020-09-17T01:20:38.214Z,,2024-09-01T18:04:32.460Z
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,2589.89,4003669283,26,4003669283,13637778,2641.07,2562.32,-32.97672895811456,-1.25728,-67470542.30494642,-1.65729,1548754.3354535,1548754.3354535,,4196.87,-38.5645,2024-03-13T08:29:59.938Z,2231.18,15.56102,2024-01-08T03:35:28.624Z,,2024-09-01T18:04:23.383Z
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.159823,3920699921,27,3920801431,32308236,0.164667,0.158219,-0.004844573658646267,-2.94204,-116853527.0328741,-2.89417,24589100148.0088,24589736777.2902,28704026601.0,0.207411,-23.2697,2024-08-01T00:40:47.164Z,0.00017105,92941.50104,2022-05-26T14:42:59.316Z,,2024-09-01T18:04:29.870Z
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.40668,3771665568,28,4063006029,163634679,0.422194,0.403689,-0.013049737560055232,-3.10908,-124287538.00537252,-3.19017,9282943566.203985,10000000000.0,10000000000.0,2.92,-86.08047,2021-12-27T02:08:34.307Z,0.00314376,12812.24735,2019-05-10T00:00:00.000Z,"{'times': 153.6310026662196, 'currency': 'usd', 'percentage': 15363.100266621957}",2024-09-01T18:04:29.920Z
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,7.31,3426590049,29,3813102564,47056657,7.57,7.24,-0.1836335050545186,-2.45068,-85653922.11982965,-2.43872,469300624.071087,522236797.311626,,700.65,-98.95745,2021-05-10T16:05:53.653Z,2.87,154.95775,2023-09-22T00:29:57.369Z,,2024-09-01T18:04:28.556Z
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,7.41e-06,3111344622,30,3111344622,605424905,7.67e-06,7.27e-06,-1.76219258995e-07,-2.32336,-79053777.31390238,-2.47787,420690000000000.0,420690000000000.0,420690000000000.0,1.717e-05,-57.04919,2024-05-27T08:30:07.709Z,5.5142e-08,13270.85133,2023-04-18T02:14:41.591Z,,2024-09-01T18:04:31.098Z
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,168.41,3102301380,31,3102301380,58139291,171.47,164.61,-3.0580000097579614,-1.78345,-66544286.57033014,-2.09995,18446744.0737096,18446744.0737096,,542.33,-69.01654,2018-01-09T00:00:00.000Z,0.216177,77628.6638,2015-01-14T00:00:00.000Z,,2024-09-01T18:04:29.503Z
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,6.22,3015232964,32,6912232400,127901182,6.52,6.17,-0.2162968943012915,-3.36004,-110190424.13180542,-3.52562,485865814.21311,1113816896.87398,,19.92,-68.89207,2023-01-26T14:25:17.390Z,3.08,101.20892,2022-12-29T21:35:14.796Z,,2024-09-01T18:04:24.512Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.16,2924237823,33,3051292224,302120467,1.21,1.13,-0.005020571212341896,-0.42992,-27068175.360102654,-0.91716,2521012371.0,2630547141.0,2630547141.0,3.45,-66.40789,2024-03-28T17:21:18.050Z,0.00816959,14102.92561,2020-03-13T02:24:18.347Z,"{'times': 12.411469940223252, 'currency': 'usd', 'percentage': 1241.1469940223253}",2024-09-01T18:04:27.609Z
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/USDE.png?1716355685,0.999894,2806939840,34,2806939840,43534371,1.002,0.996421,0.00060005,0.06005,-29446101.365285873,-1.03816,2808183724.82367,2808183724.82367,,1.032,-3.20218,2023-12-20T15:38:34.596Z,0.965354,3.48875,2024-04-13T20:11:19.603Z,,2024-09-01T18:04:26.661Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/firstfigital.jpeg?1696529912,1.003,2802916796,35,2802916796,2345836470,1.006,0.992884,0.00181329,0.1812,5143658.0,0.18385,2799054880.66,2799054880.66,,1.089,-8.08628,2024-05-20T19:42:15.377Z,0.942129,6.19889,2023-08-17T21:55:41.478Z,,2024-09-01T18:04:29.928Z
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1696501482,0.090728,2673448658,36,4529946321,35500012,0.092601,0.090191,-0.001560035523950024,-1.6904,-49208345.547866344,-1.80736,29509667603.7759,50001786946.5427,50001786946.5427,0.875563,-89.65754,2018-01-03T00:00:00.000Z,0.00047612,18919.17178,2015-03-05T00:00:00.000Z,,2024-09-01T18:04:31.453Z
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,17.98,2668107592,37,3783966460,67029787,18.4,17.86,-0.32854930188511844,-1.79476,-47979220.35241604,-1.76648,148566398.688475,210700000.0,210700000.0,167.09,-89.26576,2021-05-06T18:34:22.133Z,0.615038,2816.13691,2016-07-25T00:00:00.000Z,"{'times': 38.950025250136775, 'currency': 'usd', 'percentage': 3895.0025250136778}",2024-09-01T18:04:27.516Z
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,36.39,2181873349,38,8580496416,2472331,37.15,35.95,-0.36176917539101794,-0.98434,-23342293.446359634,-1.0585,60000000.0,235957685.3,300000000.0,73.8,-50.73837,2024-03-14T00:30:12.502Z,0.580608,6161.83821,2019-01-14T00:00:00.000Z,,2024-09-01T18:04:29.716Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.46,2153691693,39,2637888029,25430052,1.54,1.45,-0.06369495545411796,-4.18508,-123558710.18726015,-5.42578,1484297837.38618,1818000000.0,1818000000.0,3.86,-62.45241,2024-04-01T12:34:58.342Z,0.04559639,3082.18102,2020-03-13T02:29:26.415Z,"{'times': 11.152151883525642, 'currency': 'usd', 'percentage': 1115.2151883525642}",2024-09-01T18:04:26.599Z
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.079275,2129680890,40,2373608639,4756104,0.081623,0.078786,-0.001012261614543486,-1.26081,-32491669.469138622,-1.50273,26917001241.416,30000000000.0,,0.965407,-91.79571,2021-11-24T15:53:54.855Z,0.0121196,553.52641,2019-02-08T00:00:00.000Z,,2024-09-01T18:04:27.005Z
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,0.78645,2105182791,41,7855265920,120438511,0.808021,0.779039,-0.006111345841809945,-0.77109,49095368.0,2.38781,2679963749.63389,10000000000.0,10000000000.0,2.17,-63.91226,2024-03-27T17:46:02.608Z,0.364846,114.74491,2023-10-19T10:40:30.078Z,,2024-09-01T18:04:32.161Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.32,2070981589,42,2633454872,63189799,1.38,1.28,-0.026733860951394517,-1.98814,-45215195.28820968,-2.13663,1572824817.3898141,2000000000.0,2000000000.0,9.52,-86.16169,2021-11-26T01:03:01.536Z,0.378055,248.46755,2022-12-31T07:36:37.649Z,,2024-09-01T18:04:28.969Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,3.42,1987208706,43,6685478305,157230056,3.59,3.39,-0.14068191567906752,-3.9523,-81996381.87446833,-3.9627,582593597.0,1959993855.0,1959993855.0,236.84,-98.55787,2021-04-01T13:29:41.564Z,2.64,29.32936,2022-12-16T22:45:28.552Z,,2024-09-01T18:04:27.985Z
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,270.69,1977979223,44,5677606703,48716233,282.81,268.31,-11.456636865106589,-4.06054,-85550234.50675249,-4.14582,7316034.0,21000000.0,21000000.0,757.6,-64.29089,2024-03-07T18:45:36.466Z,30.83,777.50329,2023-05-14T08:57:53.732Z,,2024-09-01T18:04:25.950Z
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,4.98,1945250511,45,2637981417,93261861,5.11,4.91,-0.033260063746348045,-0.66383,-16835277.993285894,-0.85803,392459381.455492,532219654.735492,,13.53,-63.31963,2024-03-17T16:30:24.636Z,0.03665669,13443.43724,2020-06-16T13:22:25.900Z,,2024-09-01T18:04:30.250Z
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,0.589484,1918549783,46,3652478435,61729026,0.607034,0.584264,-0.012199810961490476,-2.02761,-48050661.64140773,-2.44334,3266841707.83684,6219316794.99,6219316794.99,1.54,-61.87341,2024-04-08T09:45:25.482Z,0.307978,90.48755,2023-10-18T02:50:46.942Z,,2024-09-01T18:04:29.028Z
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,123.57,1842304787,47,1974819299,197926667,130.6,122.84,-6.360425323627624,-4.89524,-96039005.3685956,-4.95469,14926366.483269745,16000000.0,16000000.0,661.69,-81.33483,2021-05-18T21:19:59.514Z,26.02,374.59899,2020-11-05T09:20:11.928Z,,2024-09-01T18:04:23.878Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.501254,1747579722,48,4998613075,107275689,0.514281,0.497946,-0.009272898999620471,-1.81634,-37374709.88431549,-2.09387,3496129217.0,10000000000.0,10000000000.0,2.39,-79.04215,2024-01-12T12:29:59.231Z,0.431578,16.07461,2024-08-05T11:35:54.024Z,,2024-09-01T18:04:24.641Z
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.0484733,1736788301,49,2420509348,29219922,0.050305,0.0481992,-0.001314488931886161,-2.64018,-49449770.84650755,-2.76838,35876504721.7753,50000000000.0,50000000000.0,0.569229,-91.5058,2021-09-15T10:40:28.318Z,0.00986111,390.32471,2020-01-02T17:30:24.852Z,,2024-09-01T18:04:28.337Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.44,1734552444,50,1735625374,138406841,4.56,4.42,-0.09749352237211452,-2.14676,-37585111.56007624,-2.12089,390688369.813272,390930035.085365,,44.45,-90.02243,2022-01-17T00:34:41.497Z,1.16,282.29371,2020-03-13T02:27:44.591Z,"{'times': 43.43932023531194, 'currency': 'usd', 'percentage': 4343.932023531194}",2024-09-01T18:04:28.945Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02110833,1708255230,51,1813722562,22806717,0.02189827,0.02075814,-0.000634572454691826,-2.91853,-53474370.062888145,-3.03533,80985041177.0,85985041177.0,86712634466.0,0.280991,-92.50148,2021-04-19T01:08:21.675Z,0.00191713,999.04538,2020-03-13T02:29:59.652Z,"{'times': 1.9843767918491046, 'currency': 'eth', 'percentage': 198.43767918491045}",2024-09-01T18:04:22.892Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.39,1649283252,52,5964667152,102276952,1.43,1.38,-0.03344671045708725,-2.34946,-41668298.35679746,-2.46419,1187596466.0,4294967296.0,4294967296.0,4.84,-71.45658,2024-03-06T08:35:50.817Z,0.402159,243.82696,2022-06-18T20:54:52.178Z,,2024-09-01T18:04:30.010Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,16.78,1638478881,53,1676583905,63166360,17.36,16.49,-0.4195743579182256,-2.43913,-38605415.58512092,-2.30194,97727222.33,100000000.0,,52.62,-68.12928,2024-03-14T15:06:22.124Z,0.657401,2451.04456,2020-11-03T16:19:30.576Z,,2024-09-01T18:04:28.575Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1734.08,1612397588,54,1693976071,52116364,1761.11,1706.48,-19.0281793229276,-1.0854,-19041677.22755623,-1.16717,930550.290918776,977631.036950888,1005577.0,6292.31,-72.51642,2021-05-03T21:54:29.333Z,168.36,927.19087,2020-03-16T20:52:36.527Z,,2024-09-01T18:04:29.297Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.88,1566674893,55,3761393303,4053378,10.9,10.78,0.00477329,0.04389,-4652289.879855633,-0.29607,144118517.10815412,346010795.0,400000000.0,14.64,-25.93514,2022-10-28T12:32:18.119Z,3.06,254.26264,2023-02-13T19:01:21.899Z,,2024-09-01T18:04:23.634Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2471.11,1493769616,56,1493769616,23845959,2519.15,2452.7,-37.2367554078387,-1.48451,-21147946.24090171,-1.39598,604999.999959841,604999.999959841,,2808.56,-12.31059,2024-08-24T16:52:46.091Z,2322.58,6.03795,2024-08-08T00:37:09.529Z,,2024-09-01T18:04:24.139Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.45,1445319234,57,1445319234,271869559,1.53,1.42,-0.06015516141894062,-3.98384,-64999638.43681884,-4.3037,998926392.0,998926392.0,998926392.0,4.83,-70.10122,2024-03-31T09:34:58.366Z,0.00155464,92703.13709,2023-12-13T07:13:50.873Z,,2024-09-01T18:04:27.258Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2769.67,1370336514,58,1370336514,11056753,2822.97,2739.96,-31.451697740808413,-1.12283,-16519618.712569475,-1.19116,495201.738285079,495201.738285079,,4814.31,-42.7293,2021-12-01T08:03:50.749Z,887.26,210.752,2022-06-18T20:55:45.957Z,,2024-09-01T18:04:30.732Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,20.96,1368412546,59,1368412546,26038525,21.85,20.68,-0.5026771492448248,-2.34186,-36067001.27038407,-2.568,65454185.5381511,65454185.5381511,66000000.0,89.24,-76.61201,2021-11-05T04:14:42.689Z,0.298788,6884.99346,2020-01-31T06:47:36.543Z,"{'times': 27.32731251236253, 'currency': 'usd', 'percentage': 2732.731251236253}",2024-09-01T18:04:23.738Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.965756,1351826543,60,1931179396,23541344,0.984044,0.964603,-0.017272559999158225,-1.75708,-22348152.956709146,-1.6263,1400001000.0,2000000000.0,2000000000.0,1.48,-34.75485,2024-06-01T03:50:55.951Z,0.0142795,6658.94736,2020-06-25T04:17:05.895Z,,2024-09-01T18:04:25.987Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.140882,1342203936,61,1516432327,24608736,0.146055,0.140049,-0.004170928055582557,-2.87545,-41011360.067717314,-2.96493,9548531509.16547,10788004319.0,10788004319.0,2.84,-95.04763,2021-02-12T07:28:45.775Z,0.052051,170.35358,2022-11-22T10:05:03.503Z,,2024-09-01T18:04:31.948Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,3.88,1296557340,62,1600265439,150832505,3.93,3.81,-0.01593170020039647,-0.40867,-8221356.226947069,-0.6301,335254271.0,413784880.0,500000000.0,20.87,-81.44662,2021-05-19T00:30:09.436Z,0.00851264,45381.07959,2019-09-28T00:00:00.000Z,"{'times': 101.17107065622123, 'currency': 'usd', 'percentage': 10117.107065622124}",2024-09-01T18:04:32.200Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2576.7,1248433648,63,1248433648,7518766,2629.67,2552.06,-27.518561657562714,-1.05669,-16120245.264360905,-1.27478,485497.588758332,485497.588758332,,4729.53,-45.73357,2024-03-27T05:26:27.333Z,2142.02,19.81915,2023-12-18T10:41:32.686Z,,2024-09-01T18:04:29.189Z
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.17,1210381094,64,1594225325,18324151,7.27,6.87,0.119229,1.69102,16277982.0,1.3632,169307926.435927,223000000.0,223000000.0,54.88,-86.98215,2021-11-12T23:08:25.301Z,0.113248,6208.13227,2020-04-18T00:19:10.902Z,,2024-09-01T18:04:28.311Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00012117,1172006079,65,1209468416,196018687,0.00012598,0.0001194,-4.197394449946e-06,-3.34816,-42304003.860616684,-3.48379,9690257834666.0,10000000000000.0,10000000000000.0,0.00034495,-64.88933,2024-06-05T07:25:59.137Z,8.428e-08,143604.69939,2021-07-06T01:11:20.438Z,,2024-09-01T18:04:27.814Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.17,1169816748,66,1169816748,12324980,1.21,1.16,-0.02129045984214506,-1.78366,-20894006.959125996,-1.75475,1000000000.0,1000000000.0,1000000000.0,15.72,-92.56108,2021-04-16T13:15:11.190Z,0.04039979,2794.51467,2020-03-13T02:24:16.483Z,"{'times': 6.8156489012652735, 'currency': 'usd', 'percentage': 681.5648901265273}",2024-09-01T18:04:31.783Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.686e-05,1167066775,67,1571099630,74470738,1.742e-05,1.66e-05,-4.42643936307e-07,-2.55883,-31481231.278839827,-2.62661,69474461693558.484,93526183276778.0,93526183276778.0,4.547e-05,-63.11017,2024-03-04T17:05:29.594Z,8.6142e-08,19372.54153,2022-12-29T22:48:46.755Z,,2024-09-01T18:04:25.679Z
fantom,ftm,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.410339,1149287444,68,1301520293,128184326,0.427383,0.401357,-0.014937616497604889,-3.51245,-38465988.25768757,-3.23855,2803634835.52659,3175000000.0,3175000000.0,3.46,-88.16688,2021-10-28T05:19:39.845Z,0.00190227,21414.1461,2020-03-13T02:25:38.280Z,"{'times': 12.67796072049169, 'currency': 'usd', 'percentage': 1267.796072049169}",2024-09-01T18:04:27.832Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,57996.0,1116063266,69,1116112170,460792,59066.0,57582.0,-982.5199735543792,-1.66589,-13828206.030777693,-1.22385,19283.5073667535,19284.3523342792,21000000.0,70898.0,-18.48128,2024-06-05T16:15:24.629Z,49058.0,17.80988,2024-08-05T06:28:45.311Z,,2024-09-01T18:03:37.824Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.731574,985032779,70,7296539106,60553050,0.746962,0.718407,-0.008736006589553869,-1.18005,-14680595.815502167,-1.46848,1350000000.0,10000000000.0,10000000000.0,2.0,-63.66764,2024-01-31T15:02:47.304Z,0.457464,58.84353,2024-02-21T18:31:05.083Z,,2024-09-01T18:04:28.818Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.119946,984628727,71,984628731,38634667,0.124656,0.11939,-0.003972816127202545,-3.20598,-33786628.317465186,-3.31757,8227594229.02178,8227594263.95396,10000000000.0,3.56,-96.63948,2019-06-20T14:51:19.480Z,0.087513,36.74821,2023-09-11T19:42:08.247Z,"{'times': -0.950022521646041, 'currency': 'usd', 'percentage': -95.00225216460409}",2024-09-01T18:04:32.715Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,7.42,966849015,72,2225040748,779327,7.5,7.34,-0.06349786425224213,-0.84832,-9043734.386324167,-0.92671,130359277.55886991,300000000.0,,12.94,-42.63971,2021-05-12T11:39:16.531Z,0.25754,2782.45796,2020-03-13T02:18:02.481Z,,2024-09-01T18:04:28.126Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,8.18,964669523,73,1169097678,39406,8.33,8.15,-0.12041761910775683,-1.45085,-13228392.07645619,-1.35274,117971705.288477,142971705.288477,,28.83,-71.668,2021-12-01T15:09:35.541Z,0.342863,2282.31684,2019-02-07T00:00:00.000Z,,2024-09-01T18:04:28.585Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.259646,939511555,74,2591764013,21301047,0.271302,0.258275,-0.009629081990287223,-3.57593,-34849062.23566496,-3.57661,3624988810.49906,10000000000.0,10000000000.0,1.2,-78.42808,2024-03-16T07:01:15.357Z,0.22352,15.46146,2024-08-05T11:30:50.894Z,,2024-09-01T18:04:30.600Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.037,925568836,75,1033826594,69275699,1.065,1.028,-0.010557260972335673,-1.0077,-11728439.494798064,-1.2513,895284413.80281,1000000000.0,1000000000.0,7.3,-85.81707,2021-08-20T08:35:20.158Z,0.40615,155.01953,2022-06-18T20:55:12.035Z,,2024-09-01T18:04:29.581Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2515.76,925555187,76,925715910,17867319,2560.99,2490.39,-33.218640944347044,-1.30321,-16989531.471200585,-1.80252,368196.961222955,368260.898693539,,4106.74,-38.9667,2024-03-12T00:44:29.429Z,2198.04,14.03253,2024-01-26T08:09:59.848Z,,2024-09-01T18:04:30.343Z
